Seconds,RightHand_rx - Head_ry Distance [mm],RightHand_rx - HeadEE Distance [mm],RightForeArm_rx - Head_ry Distance [mm],RightForeArm_rx - HeadEE Distance [mm],RightHand_rx - RightArm_tx Distance [mm],RightHand_rx - floor Distance [mm],RightLeg_rx - floor Distance [mm],RightUpLeg_tx - floor Distance [mm],LeftHand_rx - Head_ry Distance [mm],LeftHand_rx - HeadEE Distance [mm],LeftForeArm_rx - Head_ry Distance [mm],LeftForeArm_rx - HeadEE Distance [mm],LeftHand_rx - LeftArm_tx Distance [mm],LeftHand_rx - floor Distance [mm],LeftLeg_rx - floor Distance [mm],LeftUpLeg_tx - floor Distance [mm],LeftHand_rx - RightHand_rx Distance [mm],
0,572.838,733.885,507.538,658.415,402.551,636.348,512.385,503.332,439.468,613.599,497.18,650.116,323.541,751.358,510.306,470.614,365.704,
0.0166667,573.433,734.324,507.831,658.501,403.419,636.46,512.357,504.16,441.794,615.987,496.935,650.372,326.937,749.947,510.606,471.51,363.732,
0.0333333,574.506,735.351,508.182,658.781,404.357,636.66,512.37,504.509,444.811,619.111,496.272,650.306,331.745,748.099,510.867,472.227,360.426,
0.05,575.919,736.659,508.567,659.269,405.445,636.885,512.052,505.549,448.392,622.767,495,649.856,338.205,745.948,510.689,473.604,355.929,
0.0666667,576.702,737.221,508.189,658.779,406.32,637.243,512.29,505.753,451.982,626.471,492.642,648.498,346.036,743.434,510.638,473.596,350.399,
0.0833333,577.612,737.887,507.878,658.437,407.241,637.814,512.383,506.444,456.361,630.905,490.344,647.334,354.556,740.598,510.344,474.135,344.068,
0.1,578.364,738.389,507.381,657.93,408.152,638.681,512.539,506.949,461.269,635.842,487.877,646.058,363.664,737.237,510.098,474.653,336.772,
0.116667,579.494,739.324,507.028,657.605,409.371,639.656,512.904,507.746,467.225,641.774,485.193,644.591,373.643,733.302,510.072,475.261,328.948,
0.133333,580.07,739.703,506.568,657.145,410.494,640.746,513.326,507.941,473.158,647.609,482.336,642.88,383.423,728.91,510.298,475.446,320.949,
0.15,581.007,740.507,506.262,656.817,411.794,641.922,514.109,508.774,480.173,654.528,480.256,641.942,392.889,724.028,510.803,475.777,313.032,
0.166667,581.38,740.802,505.761,656.286,412.855,643.162,514.431,509.21,487.276,661.529,479.005,641.72,401.205,718.972,511.812,476.109,305.379,
0.183333,581.888,741.283,505.524,656.086,413.559,644.508,514.753,509.93,494.25,668.401,477.678,641.31,409.14,713.758,512.543,476.233,298.144,
0.2,582.864,742.36,505.638,656.326,414.273,645.807,515.258,510.645,501.4,675.492,476.311,640.764,416.849,708.549,513.263,476.525,291.135,
0.216667,583.626,743.174,505.666,656.436,415.004,647.11,515.321,511.288,507.973,682.009,473.997,639.271,424.823,703.413,513.781,476.663,284.094,
0.233333,584.33,743.9,505.707,656.562,415.624,648.568,515.456,511.941,514.298,688.297,471.233,637.358,432.822,698.368,514.402,476.876,276.755,
0.25,585.193,744.857,505.827,656.86,416.413,650.127,515.688,512.48,520.45,694.426,468.206,635.168,440.671,693.544,514.928,477.211,269.001,
0.266667,585.777,745.471,505.881,657.148,416.825,651.858,515.563,513.658,526.034,699.925,464.774,632.572,448.305,688.969,515.385,477.548,260.982,
0.283333,586.079,745.867,505.988,657.583,416.934,653.816,516.208,514.573,531.548,705.397,462.165,630.739,454.956,684.774,516.259,478.321,252.95,
0.3,585.624,745.52,505.833,657.895,416.792,656.097,516.579,515.475,535.854,709.639,459.457,628.663,460.64,681.134,517.013,478.936,245.194,
0.316667,584.416,744.455,505.317,657.934,416.332,658.67,516.744,516.247,539.263,713.02,457.385,627.12,464.994,678.133,517.329,479.58,237.67,
0.333333,582.757,742.964,504.582,657.899,415.645,661.45,516.922,517.316,541.61,715.336,455.738,625.878,468.123,675.854,517.474,480.335,230.341,
0.35,581.006,741.358,503.677,657.698,414.856,664.248,517.352,518.324,543.557,717.274,454.78,625.273,470.305,674.041,517.644,481.142,223.319,
0.366667,578.997,739.412,502.588,657.304,413.691,667.191,517.857,518.962,544.881,718.578,454.314,625.08,471.624,672.582,517.964,481.757,217.108,
0.383333,576.826,737.117,501.37,656.624,412.481,670.133,518.414,519.831,545.731,719.369,453.792,624.821,472.702,671.37,518.21,482.234,211.977,
0.4,575.497,735.65,500.996,656.704,411.015,673.057,519.17,520.898,547.122,720.741,453.693,624.939,473.693,670.219,518.728,482.863,208.15,
0.416667,573.241,732.908,500.2,656.113,409.165,675.999,520.106,520.963,547.346,720.835,453.496,624.961,474.073,669.151,519.145,482.948,205.954,
0.433333,571.294,730.367,499.646,655.676,407.515,679.078,520.963,520.993,547.492,720.859,453.684,625.313,474.031,668.231,519.611,483.087,205.232,
0.45,569.19,727.506,498.979,654.987,406.15,682.368,521.872,521.132,547.288,720.51,454.14,625.899,473.52,667.59,520.197,483.107,205.506,
0.466667,567.142,724.705,498.689,654.737,404.769,685.99,522.866,521.239,546.841,719.889,454.934,626.717,472.498,667.446,520.874,483.317,206.06,
0.483333,564.5,721.18,498.474,654.487,403.343,689.909,523.938,521.3,546.005,718.796,455.607,627.403,471.367,667.548,521.455,483.321,206.463,
0.5,561.936,717.674,498.507,654.594,402.282,693.882,524.722,521.537,545.275,717.698,455.811,627.566,470.739,667.836,522.016,483.566,206.551,
0.516667,559.758,714.556,498.604,654.855,401.553,697.717,525.461,521.835,545.088,717.091,455.846,627.545,470.613,668.069,522.754,483.761,206.331,
0.533333,557.708,711.551,498.684,655.22,401.087,701.402,525.819,522.233,545.246,716.766,455.463,627.037,471.094,668.018,523.402,483.992,205.945,
0.55,556.051,709.003,499.003,655.924,400.611,704.938,525.731,522.519,546.13,717.167,454.889,626.29,472.18,667.546,524.04,484.265,205.68,
0.566667,554.564,706.569,499.271,656.52,400.243,708.371,524.93,522.713,547.446,717.981,454.28,625.509,473.577,666.807,524.486,484.557,205.863,
0.583333,553.555,704.603,499.637,657.124,399.909,711.615,523.635,523.199,549.166,719.229,453.798,624.881,475.083,665.958,524.948,484.861,206.788,
0.6,552.222,702.318,499.61,657.312,399.819,714.571,521.374,523.124,550.087,719.717,453.284,624.181,476.065,665.218,524.587,485.046,208.626,
0.616667,551.783,700.947,499.514,657.264,400.231,716.942,519.127,523.291,550.935,720.247,453.355,624.153,476.457,664.729,523.957,485.305,211.395,
0.633333,552.086,700.365,499.018,656.699,401.75,718.582,516.861,523.36,551.316,720.438,454.014,624.785,475.981,664.525,522.731,485.61,215.187,
0.65,553.044,700.586,497.886,655.517,404.571,719.363,514.587,523.437,551.3,720.353,455.523,626.271,474.297,664.481,520.784,486.136,219.999,
0.666667,555.245,702.209,496.774,654.211,408.536,719.195,512.407,523.961,551.386,720.508,457.774,628.612,471.798,664.703,518.491,486.974,225.348,
0.683333,557.412,703.905,495.351,652.579,412.79,718.022,509.745,524.121,550.926,720.128,460.122,631.057,468.508,664.773,515.338,487.526,230.968,
0.7,560.433,706.491,494.134,651.044,417.775,715.947,506.701,524.668,551.052,720.325,462.338,633.475,465.44,664.619,512.023,488.523,236.883,
0.716667,564.497,710.214,493.228,649.872,423.108,713.051,503.513,525.461,552.225,721.555,464.193,635.564,463.143,663.952,508.312,489.97,242.992,
0.733333,568.494,713.754,492.044,648.379,428.539,709.448,499.87,526.08,553.428,722.707,465.394,636.969,461.441,662.65,504.615,491.036,249.35,
0.75,573.091,717.886,490.963,647.037,434.372,705.121,496.501,526.599,554.987,724.155,466.194,637.911,460.397,660.673,500.893,491.872,255.818,
0.766667,578.189,722.389,489.717,645.435,440.79,699.989,493.19,527.17,556.55,725.57,466.909,638.75,459.579,658.151,497.265,492.56,261.942,
0.783333,583.648,727.111,488.702,644.024,447.016,694.278,490.351,527.665,557.722,726.564,467.835,639.739,458.57,655.109,493.648,493.116,267.306,
0.8,588.428,730.904,487.499,642.271,452.828,687.854,487.083,528.044,557.231,725.857,468.667,640.562,457.052,651.786,489.655,493.303,271.486,
0.816667,593.914,735.433,486.897,641.176,457.951,680.707,484.276,528.272,556.254,724.72,469.977,641.737,455.179,648.195,485.96,493.476,274.487,
0.833333,599.126,739.534,486.282,639.964,462.489,672.878,481.491,528.356,554.195,722.501,471.307,642.846,453.07,644.381,482.312,493.638,276.595,
0.85,604.25,743.628,486.328,639.443,466.161,664.764,479.026,528.275,551.6,719.814,472.927,644.079,450.68,640.545,479.068,493.819,278.439,
0.866667,608.677,747.07,486.244,638.757,469.399,656.347,476.89,527.922,548.622,716.782,474.338,644.98,448.482,636.564,476.301,493.863,280.779,
0.883333,612.563,750.078,486.277,638.212,472.083,647.475,475.3,527.678,546.039,714.11,475.383,645.405,446.731,632.202,474.034,493.962,284.258,
0.9,615.8,752.601,486.32,637.677,474.032,638.414,474.555,527.348,544.242,712.225,476.171,645.612,445.415,627.49,472.51,494.003,288.896,
0.916667,619.454,756.092,486.959,638.001,475.777,628.964,475.172,526.737,543.845,711.828,477.099,645.965,444.452,622.473,471.863,494.324,294.52,
0.933333,621.195,757.809,486.919,637.691,477.047,619.42,476.503,526.342,542.888,710.841,477.503,645.82,443.405,617.28,471.09,495.033,300.893,
0.95,621.985,758.873,486.543,637.277,478.066,610.051,478.451,526.081,541.78,709.69,477.713,645.461,442.278,612.086,470.943,496.717,307.638,
0.966667,621.241,758.663,485.349,636.127,478.944,600.795,480.442,526.623,539.854,707.802,477.383,644.583,440.987,607.314,471.483,498.919,314.703,
0.983333,619.947,758.327,483.882,634.8,479.61,591.853,482.322,527.141,537.409,705.608,476.856,643.566,439.445,603.008,471.742,500.804,321.76,
1,618.369,757.914,482.481,633.546,480.027,583.284,483.468,528.265,534.665,703.211,475.908,642.146,438.186,599.093,472.155,503.158,328.724,
1.01667,617.358,758.081,481.101,632.126,480.699,575.306,484.082,530.047,532.672,701.686,475.108,641.008,437.325,595.523,472.715,506.199,335.727,
1.03333,616.073,757.991,479.392,630.31,481.486,567.974,483.993,532.642,530.217,699.717,474.18,639.647,436.269,592.596,473.163,509.466,342.441,
1.05,615.412,758.467,477.726,628.306,482.478,561.221,483.517,535.696,527.987,698.097,473.65,638.783,435.001,590.378,473.436,513.061,348.942,
1.06667,615.487,759.785,476.386,626.607,483.812,554.919,482.958,539.259,525.937,696.687,473.405,638.119,433.566,588.84,473.301,516.962,354.806,
1.08333,615.637,761.026,474.897,624.627,485.133,549.465,482.175,543.441,524.047,695.467,473.228,637.602,432.289,587.891,472.746,521.407,359.699,
1.1,616.583,763.288,473.916,623.311,486.582,544.629,481.723,548.257,523.043,695.185,473.132,637.141,431.539,587.363,472.007,526.18,363.232,
1.11667,618.014,766.221,473.327,622.697,487.911,540.759,481.284,553.724,522.973,695.812,472.827,636.434,431.588,587.254,471.298,531.725,365.332,
1.13333,619.294,769.012,472.734,622.256,489.131,538.181,480.997,560.494,523.834,697.311,472.167,635.445,432.681,587.604,470.696,538.431,365.866,
1.15,620.509,771.886,472.177,622.269,490.46,537.067,480.748,568.826,525.738,699.744,471.482,634.37,434.585,588.482,470.344,546.781,365.025,
1.16667,622.389,775.582,472.001,623.084,491.812,537.571,480.856,578.374,529.275,703.766,470.97,633.498,437.291,590.017,470.614,556.596,363.315,
1.18333,624.832,780.026,472.241,624.696,493.35,539.609,481.451,589.815,533.944,708.848,470.577,632.682,440.644,592.366,471.433,567.842,360.869,
1.2,626.746,783.761,472.139,625.75,495.176,543.097,481.91,602.091,538.685,713.927,469.948,631.761,444.369,595.646,472.324,580.378,357.564,
1.21667,628.508,787.03,471.618,626.293,497.063,548.056,482.997,615.242,543.779,719.301,469.277,630.931,448.333,599.806,473.38,593.964,354.687,
1.23333,631.955,792.029,474.657,630.874,495.757,554.577,484.578,629.303,550.101,725.838,468.476,629.99,453.116,605.118,474.72,608.045,352.492,
1.25,633.946,795.341,474.755,632.061,496.671,562.763,486.339,643.635,556.661,732.556,467.852,629.346,457.794,611.102,475.912,622.591,349.698,
1.26667,635.663,798.191,474.701,632.794,497.657,572.528,488.18,658.292,563.477,739.468,467.124,628.666,462.751,618.048,477.062,637.235,347.619,
1.28333,638.082,801.767,475.169,633.983,498.481,583.624,489.803,672.843,571.463,747.538,466.836,628.445,468.015,625.861,477.899,651.489,345.914,
1.3,639.922,804.586,475.831,635.067,498.697,596.155,490.876,687.281,578.975,755.114,466.656,628.425,472.907,634.932,478.513,665.579,344.188,
1.31667,641.557,807.192,476.668,636.129,498.483,610.244,491.432,700.737,586.049,762.311,466.911,628.862,477.099,645.67,479.336,678.823,341.909,
1.33333,642.545,809.08,477.687,637.25,497.723,625.467,491.32,714.266,591.924,768.285,467.451,629.551,480.21,658.059,479.841,691.44,338.704,
1.35,641.635,809,476.618,636.057,498.153,642.069,490.673,727.251,596.128,772.589,468.265,630.505,482.109,671.97,479.655,703.68,333.242,
1.36667,641.818,809.987,478.466,637.866,496.347,659.35,490.18,740.232,600.196,776.751,469.417,631.772,483.623,687.039,479.553,715.588,327.79,
1.38333,641.535,810.474,480.701,640.119,494.032,677.328,490.012,753.473,603.265,779.874,470.484,632.924,484.582,703.098,479.523,727.675,321.354,
1.4,641.02,810.616,483.175,642.573,491.327,695.806,490.172,766.913,605.836,782.51,471.449,634.04,485.362,719.792,479.827,739.912,314.535,
1.41667,640.186,810.398,485.459,644.96,488.652,714.637,490.643,780.34,608.092,784.799,472.409,635.125,485.878,736.641,480.456,752.415,307.682,
1.43333,639.418,810.135,487.892,647.523,485.928,733.409,491.008,794.017,610.282,787.005,473.458,636.336,486.282,753.472,481.099,764.781,301.111,
1.45,639.007,810.193,490.376,650.196,483.472,751.861,491.038,807.095,612.684,789.41,474.571,637.583,486.75,769.864,481.734,776.882,295.221,
1.46667,638.979,810.55,492.627,652.642,481.545,769.378,490.556,819.504,615.662,792.389,475.433,638.623,487.841,785.114,481.844,788.732,290.411,
1.48333,639.401,811.352,494.522,654.823,480.302,785.828,489.94,831.199,619.356,796.051,476.195,639.508,489.35,799.144,481.421,799.668,286.782,
1.5,640.325,812.631,496.543,657.082,479.314,801.029,489.39,841.868,623.699,800.377,476.747,640.2,491.386,811.815,480.517,809.745,284.129,
1.51667,641.279,813.894,498.103,658.81,478.558,814.787,489.221,851.813,628.317,804.984,476.832,640.472,493.943,823.094,479.039,818.797,282.277,
1.53333,642.608,815.469,499.329,660.159,478.343,827.07,489.39,860.933,633.211,809.862,476.859,640.715,496.648,833.134,477.385,827.017,281.776,
1.55,644.398,817.43,500.469,661.362,478.494,837.777,489.991,869.072,638.49,815.108,476.737,640.843,499.683,841.859,476.169,834.706,283.36,
1.56667,646.088,819.277,500.858,661.864,479.178,846.592,490.646,875.959,643.262,819.767,476.665,640.839,502.246,849.071,474.845,840.876,287.098,
1.58333,649.512,822.789,501.608,662.7,480.596,853.375,491.619,882.114,648.621,825.019,477.136,641.411,504.685,855.355,474.246,846.49,292.917,
1.6,654.015,827.307,502.004,663.257,483.073,858.083,492.785,887.627,654.081,830.295,477.871,642.172,506.905,860.399,473.335,851.213,301.419,
1.61667,659.795,832.966,502.325,663.661,486.321,860.723,494.133,892.375,659.685,835.696,478.715,643.073,509.082,864.4,472.896,855.145,312.952,
1.63333,666.869,839.818,502.599,664.009,490.38,861.576,495.653,896.495,665.246,840.976,479.729,644.049,510.984,867.651,472.553,858.177,328.057,
1.65,674.796,847.306,502.734,664.052,495.008,861.031,496.856,899.742,670.891,846.29,480.575,644.9,513.022,870.132,472.077,860.564,347.432,
1.66667,683.441,855.351,503.018,664.099,499.759,859.653,497.595,902.106,676.878,851.842,481.432,645.693,515.148,871.8,471.389,861.884,371.326,
1.68333,692.643,863.71,503.47,664.093,504.634,857.983,497.721,903.552,683.282,857.718,482.457,646.611,517.332,873.124,470.367,862.487,399.995,
1.7,702.325,872.29,504.325,664.261,509.432,856.581,497.115,904.242,690.137,863.921,483.532,647.519,519.707,874.356,468.96,862.435,433.265,
1.71667,711.89,880.457,504.849,663.968,514.193,856.313,495.916,904.261,697.365,870.342,484.808,648.529,522.117,875.937,467.177,861.998,470.958,
1.73333,720.761,887.588,505.365,663.437,518.405,857.758,494.442,903.974,704.563,876.574,486.346,649.66,524.333,878.684,465.31,861.567,512.264,
1.75,728.651,893.588,506.078,663.118,521.86,861.309,493.199,903.746,711.551,882.258,488.213,650.76,526.147,883.01,463.291,861.29,556.507,
1.76667,735.624,898.471,507.41,663.209,524.285,867.592,492.453,903.727,718.454,887.552,490.57,652.052,527.62,889.686,461.645,861.974,602.973,
1.78333,741.131,901.674,508.702,663.09,525.986,876.354,491.788,903.721,724.58,891.697,493.16,653.168,528.559,898.614,459.857,862.861,651.433,
1.8,745.922,903.881,510.362,663.089,526.993,887.991,492.037,904.666,730.444,895.294,496.141,654.378,529.133,910.532,458.68,864.597,701.061,
1.81667,749.742,904.795,511.932,662.798,527.561,902.658,492.701,906.329,735.562,897.886,499.347,655.56,529.192,925.204,458.017,867.47,751.485,
1.83333,752.765,904.483,513.398,662.119,527.792,920.13,493.845,908.814,739.912,899.539,502.344,656.41,528.982,942.28,457.735,870.742,802.146,
1.85,755.201,903.376,514.834,661.328,527.755,940.565,495.448,912.072,743.765,900.418,505.192,656.992,528.611,961.428,458.205,874.998,852.674,
1.86667,756.917,901.149,516.026,660.117,527.542,963.517,497.369,915.913,746.813,900.362,507.636,657.218,528.109,982.671,459.413,879.84,902.836,
1.88333,758.228,898.06,517.093,658.57,527.228,988.986,499.824,920.654,749.54,900.064,509.877,657.497,527.695,1005.7,461.337,885.661,951.776,
1.9,758.857,893.922,517.886,656.613,526.75,1016.37,502.047,925.267,751.734,899.184,511.854,657.677,527.25,1030.07,463.511,891.639,999.304,
1.91667,758.493,888.543,518.402,654.454,525.94,1045.42,504.381,930.089,753.428,897.703,513.504,657.696,526.789,1055.64,466.089,897.614,1044.84,
1.93333,757.046,881.614,518.483,651.716,524.88,1075.91,505.711,934.223,754.547,895.709,514.968,657.816,526.255,1082.02,467.606,903.409,1087.97,
1.95,754.431,873.459,518.26,648.885,523.425,1106.86,506.451,937.139,755,892.682,516.162,657.604,525.526,1108.82,467.968,907.884,1128.58,
1.96667,750.551,863.952,517.754,646.052,521.483,1138.61,506.183,939.262,754.761,888.748,517.177,657.377,524.523,1135.94,468.025,911.871,1165.65,
1.98333,745.337,852.745,516.97,643.002,518.945,1170.55,504.782,940.333,753.71,883.94,518.084,657.305,523.12,1163.34,467.653,914.728,1198.99,
2,738.679,839.841,515.922,639.785,515.807,1202.35,502.481,940.432,751.857,878.191,518.902,657.342,521.228,1190.84,466.728,916.391,1228.12,
2.01667,730.127,824.731,514.691,636.466,511.605,1234.01,499.387,939.734,748.928,871.235,519.572,657.416,518.708,1218.31,465.353,916.717,1252.4,
2.03333,720.055,808.116,513.445,633.286,506.364,1265.03,495.468,937.984,744.852,862.827,520.089,657.289,515.555,1245.48,463.64,916.11,1271.53,
2.05,708.036,788.992,511.996,629.555,500.014,1295.22,491.053,935.546,739.865,853.733,520.594,657.325,511.781,1272.02,461.575,914.362,1285.2,
2.06667,694.527,768.251,510.478,625.629,492.709,1324.19,487.116,932.255,733.687,843.294,520.925,657.088,507.453,1297.66,459.763,911.882,1293.59,
2.08333,679.699,745.712,508.843,621.129,484.549,1351.36,483.592,928.023,727.077,832.893,521.227,656.994,502.893,1322.29,457.62,908.34,1296.98,
2.1,664.153,722.262,507.043,616.155,476.028,1376.11,480.08,923.493,719.876,822.12,521.512,656.858,498.025,1345.03,455.888,904.123,1296.03,
2.11667,648.212,698.316,505.149,610.748,467.263,1397.95,476.66,918.438,713.092,812.412,521.855,656.872,493.451,1365.22,454.256,899.481,1291.47,
2.13333,632.506,674.857,503.225,605.189,458.675,1416.64,473.756,913.193,706.646,803.547,522.171,656.937,489.167,1382.42,452.963,894.663,1284.12,
2.15,617.344,652.373,501.316,599.644,450.464,1431.94,471.49,907.423,700.712,795.698,522.42,657.044,485.337,1396.91,451.723,889.541,1274.86,
2.16667,603.48,631.832,499.525,594.31,442.976,1443.59,469.595,901.479,695.529,789.054,522.621,657.169,482.072,1408.62,450.584,884.188,1264.97,
2.18333,591.466,613.847,497.869,589.277,436.596,1451.43,467.851,895.365,691.276,783.672,522.751,657.204,479.524,1417.71,449.38,878.606,1255.72,
2.2,581.812,599.113,496.331,584.612,431.826,1455.58,465.649,889.204,688.382,780.144,522.877,657.289,477.828,1424.31,448.441,873.252,1248.13,
2.21667,575.715,589.132,495.123,580.766,429.091,1456.2,464.12,883.425,686.412,777.685,522.922,657.176,476.834,1428.59,446.707,868.169,1243.4,
2.23333,572.907,583.417,494.085,577.518,428.61,1453.61,462.033,877.687,685.597,776.597,522.881,656.892,476.677,1430.71,444.979,863.239,1241.92,
2.25,573.235,581.999,493.34,575.184,430.053,1447.97,460.085,872.638,686.051,776.961,522.775,656.456,477.392,1430.78,443.714,859.164,1243.75,
2.26667,576.828,585.125,492.956,573.911,433.386,1439.24,457.795,867.775,687.317,778.146,522.599,655.816,478.69,1428.97,442.788,855.289,1248.76,
2.28333,582.915,591.821,492.82,573.419,438.303,1427.51,455.527,863.382,689.794,780.846,522.445,655.237,480.623,1425.23,441.96,852.175,1256.5,
2.3,591.327,602.184,493.087,574.061,444.396,1412.85,453.323,859.122,693.068,784.402,522.213,654.463,483.086,1419.46,441.448,849.47,1266.37,
2.31667,601.436,615.446,493.74,575.78,451.122,1395.4,451.12,855.372,696.937,788.696,521.932,653.631,485.83,1411.55,441.076,847.175,1277.43,
2.33333,612.854,631.311,494.924,578.835,457.974,1375.32,449.488,852.431,701.055,793.509,521.696,652.967,488.456,1401.38,441.384,845.719,1288.53,
2.35,625.044,649.029,496.548,583.025,464.647,1352.66,448.592,850.366,705.381,798.927,521.478,652.524,490.977,1388.9,442.574,845.246,1298.78,
2.36667,637.428,667.737,498.515,588.098,470.911,1327.51,449.032,849.668,710.203,805.61,521.46,652.747,493.316,1374.21,444.622,846.457,1307.24,
2.38333,650.4,688.062,500.888,594.224,476.729,1299.77,450.068,849.968,714.978,812.648,521.452,653.269,495.481,1357.49,447.173,848.645,1313.29,
2.4,663.421,708.896,503.317,600.635,482.41,1269.5,451.679,851.243,720,820.534,521.433,654.146,497.775,1338.85,450.816,851.759,1316.33,
2.41667,677.057,731.329,506.066,607.935,488.016,1237.17,453.627,853.698,724.664,828.267,521.218,655.014,500.135,1318.17,454.375,855.717,1315.42,
2.43333,690.324,753.622,508.746,615.22,493.507,1203.16,456.218,857.054,729.87,837.176,520.919,656.107,503.038,1295.46,458.878,860.36,1309.94,
2.45,703.474,776.236,511.376,622.653,498.855,1168.26,457.628,860.293,734.417,845.253,520.415,656.913,506.02,1270.93,463.745,864.285,1299.53,
